store_id,data,previsao_revenue,previsao_default,revenue_2018,coeficiente_anual
S0085,2019-10-08,2694.29,2640.35,2114.28,580.01
S0085,2019-10-09,2239.02,2071.8,1659.01,580.01
S0085,2019-10-10,2247.58,2082.49,1667.57,580.01
S0085,2019-10-11,2904.62,2903.02,2324.61,580.01
S0085,2019-10-12,4093.43,4387.63,3513.42,580.01
S0085,2019-10-13,4117.87,4418.15,3537.86,580.01
S0085,2019-10-14,2887.95,2882.2,2307.94,580.01
S0085,2019-10-15,2418.54,2295.99,1838.53,580.01
S0085,2019-10-16,2822.56,2800.54,2242.55,580.01
S0085,2019-10-17,2505.56,2404.66,1925.55,580.01
S0085,2019-10-18,2654.39,2590.53,2074.38,580.01
S0085,2019-10-19,2824.3,2802.71,2244.29,580.01
S0085,2019-10-20,3431.46,3560.95,2851.45,580.01
S0085,2019-10-21,2482.55,2375.93,1902.54,580.01
S0085,2019-10-22,2264.28,2103.35,1684.27,580.01
S0085,2019-10-23,2346.82,2206.43,1766.81,580.01
S0085,2019-10-24,2497.1,2394.1,1917.09,580.01
S0085,2019-10-25,2456.11,2342.91,1876.1,580.01
S0085,2019-10-26,3506.99,3655.27,2926.98,580.01
S0085,2019-10-27,3521.56,3673.47,2941.55,580.01
S0085,2019-10-28,3076.57,3117.75,2496.56,580.01
S0085,2019-10-29,1929.11,1684.78,1349.1,580.01
S0085,2019-10-30,2170.4,1986.11,1590.39,580.01
S0085,2019-10-31,2085.38,1879.94,1505.37,580.01
S0091,2019-10-01,185.25,146.77,117.53,67.72
S0091,2019-10-02,210.28,178.03,142.56,67.72
S0091,2019-10-03,199.35,164.38,131.63,67.72
S0091,2019-10-04,273.84,257.41,206.12,67.72
S0091,2019-10-05,354.91,358.65,287.19,67.72
S0091,2019-10-06,286.89,273.7,219.17,67.72
S0091,2019-10-07,210.02,177.71,142.3,67.72
S0091,2019-10-08,274.77,258.57,207.05,67.72
S0091,2019-10-09,209.24,176.73,141.52,67.72
S0091,2019-10-10,229.82,202.43,162.1,67.72
S0091,2019-10-11,265.89,247.48,198.17,67.72
S0091,2019-10-12,392.62,405.74,324.9,67.72
S0091,2019-10-13,294.47,283.17,226.75,67.72
S0091,2019-10-14,331.31,329.18,263.59,67.72
S0091,2019-10-15,267.51,249.5,199.79,67.72
S0091,2019-10-16,239.74,214.82,172.02,67.72
S0091,2019-10-17,207.3,174.31,139.58,67.72
S0091,2019-10-18,193.66,157.28,125.94,67.72
S0091,2019-10-19,295.68,284.68,227.96,67.72
S0091,2019-10-20,387.29,399.09,319.57,67.72
S0091,2019-10-21,379.11,388.87,311.39,67.72
S0091,2019-10-22,288.53,275.75,220.81,67.72
S0091,2019-10-23,200.26,165.52,132.54,67.72
S0091,2019-10-24,319.94,314.98,252.22,67.72
S0091,2019-10-25,258.78,238.6,191.06,67.72
S0091,2019-10-26,232.94,206.33,165.22,67.72
S0091,2019-10-27,207.99,175.17,140.27,67.72
S0091,2019-10-28,384.61,395.74,316.89,67.72
S0091,2019-10-29,257.51,237.01,189.79,67.72
S0091,2019-10-30,169.85,127.54,102.13,67.72
S0091,2019-10-31,254.59,233.37,186.87,67.72
S0094,2019-10-01,723.59,618.89,495.58,228.01
S0094,2019-10-02,760.81,665.37,532.8,228.01
S0094,2019-10-03,806.39,722.29,578.38,228.01
S0094,2019-10-04,656.77,535.44,428.76,228.01
S0094,2019-10-05,1125.51,1120.82,897.5,228.01
S0094,2019-10-06,1434.65,1506.88,1206.64,228.01
S0094,2019-10-07,656.89,535.59,428.88,228.01
S0094,2019-10-08,814.17,732.01,586.16,228.01
S0094,2019-10-09,715.91,609.3,487.9,228.01
S0094,2019-10-10,629.18,500.99,401.17,228.01
S0094,2019-10-11,705.3,596.05,477.29,228.01
S0094,2019-10-12,1583.87,1693.22,1355.86,228.01
S0094,2019-10-13,1375.86,1433.46,1147.85,228.01
S0094,2019-10-14,615.06,483.36,387.05,228.01
S0094,2019-10-15,662.56,542.67,434.55,228.01
S0094,2019-10-16,776.57,685.05,548.56,228.01
S0094,2019-10-17,960.82,915.15,732.81,228.01
S0094,2019-10-18,883.43,818.5,655.42,228.01
S0094,2019-10-19,1174.12,1181.52,946.11,228.01
S0094,2019-10-20,1093.77,1081.18,865.76,228.01
S0094,2019-10-21,677.68,561.56,449.67,228.01
S0094,2019-10-22,603.18,468.52,375.17,228.01
S0094,2019-10-23,656.43,535.02,428.42,228.01
S0094,2019-10-24,709.69,601.53,481.68,228.01
S0094,2019-10-25,587.07,448.4,359.06,228.01
S0094,2019-10-26,982.86,942.67,754.85,228.01
S0094,2019-10-27,1009.13,975.48,781.12,228.01
S0094,2019-10-28,796.06,709.39,568.05,228.01
S0094,2019-10-29,510.44,352.7,282.43,228.01
S0094,2019-10-30,606.16,472.24,378.15,228.01
S0094,2019-10-31,577.81,436.84,349.8,228.01
S0097,2019-10-01,885.26,1394.59,1116.73,-231.47
S0097,2019-10-02,794.01,1280.64,1025.48,-231.47
S0097,2019-10-03,807.93,1298.02,1039.4,-231.47
S0097,2019-10-04,783.47,1267.48,1014.94,-231.47
S0097,2019-10-05,1111.83,1677.54,1343.3,-231.47
S0097,2019-10-06,1438.66,2085.69,1670.13,-231.47
S0097,2019-10-07,703.25,1167.3,934.72,-231.47
S0097,2019-10-08,746.61,1221.45,978.08,-231.47
S0097,2019-10-09,721.94,1190.64,953.41,-231.47
S0097,2019-10-10,943.38,1467.18,1174.85,-231.47
S0097,2019-10-11,988.45,1523.46,1219.92,-231.47
S0097,2019-10-12,989.2,1524.4,1220.67,-231.47
S0097,2019-10-13,1144.97,1718.93,1376.44,-231.47
S0097,2019-10-14,507.53,922.88,739.0,-231.47
S0097,2019-10-15,643.03,1092.09,874.5,-231.47
S0097,2019-10-16,693.74,1155.42,925.21,-231.47
S0097,2019-10-17,916.91,1434.12,1148.38,-231.47
S0097,2019-10-18,573.94,1005.81,805.41,-231.47
S0097,2019-10-19,1116.55,1683.43,1348.02,-231.47
S0097,2019-10-20,1014.82,1556.39,1246.29,-231.47
S0097,2019-10-21,415.18,807.55,646.65,-231.47
S0097,2019-10-22,562.87,991.99,794.34,-231.47
S0097,2019-10-23,527.95,948.38,759.42,-231.47
S0097,2019-10-24,532.28,953.79,763.75,-231.47
S0097,2019-10-25,766.36,1246.11,997.83,-231.47
S0097,2019-10-26,1005.99,1545.36,1237.46,-231.47
S0097,2019-10-27,1114.36,1680.7,1345.83,-231.47
S0097,2019-10-28,728.25,1198.52,959.72,-231.47
S0097,2019-10-29,474.63,881.79,706.1,-231.47
S0097,2019-10-30,544.86,969.5,776.33,-231.47
S0097,2019-10-31,383.26,767.69,614.73,-231.47
S0102,2019-10-01,454.35,528.46,423.17,31.18
S0102,2019-10-02,263.27,289.84,232.09,31.18
S0102,2019-10-03,612.31,725.73,581.13,31.18
S0102,2019-10-04,941.39,1136.69,910.21,31.18
S0102,2019-10-05,640.61,761.07,609.43,31.18
S0102,2019-10-06,376.11,430.76,344.93,31.18
S0102,2019-10-07,279.31,309.87,248.13,31.18
S0102,2019-10-08,1525.23,1865.8,1494.05,31.18
S0102,2019-10-09,1093.26,1326.35,1062.08,31.18
S0102,2019-10-10,419.89,485.43,388.71,31.18
S0102,2019-10-11,325.81,367.94,294.63,31.18
S0102,2019-10-12,300.89,336.82,269.71,31.18
S0102,2019-10-13,411.6,475.08,380.42,31.18
S0102,2019-10-14,295.88,330.56,264.7,31.18
S0102,2019-10-15,351.64,400.2,320.46,31.18
S0102,2019-10-16,235.64,255.33,204.46,31.18
S0102,2019-10-17,309.92,348.1,278.74,31.18
S0102,2019-10-18,378.86,434.19,347.68,31.18
S0102,2019-10-19,333.13,377.08,301.95,31.18
S0102,2019-10-20,398.25,458.4,367.07,31.18
S0102,2019-10-21,194.02,203.36,162.84,31.18
S0102,2019-10-22,161.39,162.61,130.21,31.18
S0102,2019-10-23,325.37,367.39,294.19,31.18
S0102,2019-10-24,234.88,254.38,203.7,31.18
S0102,2019-10-25,278.23,308.52,247.05,31.18
S0102,2019-10-26,187.78,195.57,156.6,31.18
S0102,2019-10-27,364.92,416.78,333.74,31.18
S0102,2019-10-28,308.34,346.12,277.16,31.18
S0102,2019-10-29,277.09,307.1,245.91,31.18
S0102,2019-10-30,214.84,229.36,183.66,31.18
S0102,2019-10-31,235.16,254.73,203.98,31.18
S0104,2019-10-01,1146.45,1097.96,879.2,267.25
S0104,2019-10-02,1294.54,1282.9,1027.29,267.25
S0104,2019-10-03,709.74,552.59,442.49,267.25
S0104,2019-10-04,856.09,735.35,588.84,267.25
S0104,2019-10-05,1324.7,1320.56,1057.45,267.25
S0104,2019-10-06,1285.89,1272.1,1018.64,267.25
S0104,2019-10-07,894.07,782.79,626.82,267.25
S0104,2019-10-08,1418.31,1437.47,1151.06,267.25
S0104,2019-10-09,1166.48,1122.98,899.23,267.25
S0104,2019-10-10,951.77,854.84,684.52,267.25
S0104,2019-10-11,1627.74,1699.01,1360.49,267.25
S0104,2019-10-12,1635.38,1708.55,1368.13,267.25
S0104,2019-10-13,2138.98,2337.45,1871.73,267.25
S0104,2019-10-14,1268.48,1250.36,1001.23,267.25
S0104,2019-10-15,1665.1,1745.66,1397.85,267.25
S0104,2019-10-16,958.09,862.73,690.84,267.25
S0104,2019-10-17,976.3,885.48,709.05,267.25
S0104,2019-10-18,1033.04,956.33,765.79,267.25
S0104,2019-10-19,1235.93,1209.71,968.68,267.25
S0104,2019-10-20,1425.06,1445.9,1157.81,267.25
S0104,2019-10-21,875.8,759.97,608.55,267.25
S0104,2019-10-22,927.0,823.91,659.75,267.25
S0104,2019-10-23,658.28,488.33,391.03,267.25
S0104,2019-10-24,700.97,541.64,433.72,267.25
S0104,2019-10-25,788.16,650.52,520.91,267.25
S0104,2019-10-26,1030.28,952.89,763.03,267.25
S0104,2019-10-27,1033.97,957.5,766.72,267.25
S0104,2019-10-28,920.99,816.4,653.74,267.25
S0104,2019-10-29,695.74,535.11,428.49,267.25
S0104,2019-10-30,738.87,588.97,471.62,267.25
S0104,2019-10-31,655.81,485.24,388.56,267.25
S0107,2019-10-01,295.44,344.47,275.84,19.6
S0107,2019-10-02,237.63,272.28,218.03,19.6
S0107,2019-10-03,137.72,147.51,118.12,19.6
S0107,2019-10-04,219.59,249.75,199.99,19.6
S0107,2019-10-05,236.47,270.83,216.87,19.6
S0107,2019-10-06,336.85,396.19,317.25,19.6
S0107,2019-10-07,216.1,245.39,196.5,19.6
S0107,2019-10-08,202.01,227.8,182.41,19.6
S0107,2019-10-09,226.08,257.86,206.48,19.6
S0107,2019-10-10,166.56,183.53,146.96,19.6
S0107,2019-10-11,166.1,182.95,146.5,19.6
S0107,2019-10-12,273.22,316.73,253.62,19.6
S0107,2019-10-13,150.16,163.05,130.56,19.6
S0107,2019-10-14,185.63,207.34,166.03,19.6
S0107,2019-10-15,146.83,158.89,127.23,19.6
S0107,2019-10-16,193.1,216.67,173.5,19.6
S0107,2019-10-17,198.26,223.11,178.66,19.6
S0107,2019-10-18,117.5,122.26,97.9,19.6
S0107,2019-10-19,244.43,280.77,224.83,19.6
S0107,2019-10-20,248.64,286.03,229.04,19.6
S0107,2019-10-21,161.8,177.58,142.2,19.6
S0107,2019-10-22,222.58,253.49,202.98,19.6
S0107,2019-10-23,111.19,114.38,91.59,19.6
S0107,2019-10-24,66.22,58.22,46.62,19.6
S0107,2019-10-25,171.25,189.38,151.65,19.6
S0107,2019-10-26,210.08,237.88,190.48,19.6
S0107,2019-10-27,171.51,189.71,151.91,19.6
S0107,2019-10-28,169.71,187.46,150.11,19.6
S0107,2019-10-29,161.67,177.42,142.07,19.6
S0107,2019-10-30,146.02,157.88,126.42,19.6
S0107,2019-10-31,148.64,161.15,129.04,19.6
S0108,2019-10-01,492.51,425.79,340.95,151.56
S0108,2019-10-02,443.58,364.68,292.02,151.56
S0108,2019-10-03,547.47,494.42,395.91,151.56
S0108,2019-10-04,695.51,679.3,543.95,151.56
S0108,2019-10-05,728.12,720.02,576.56,151.56
S0108,2019-10-06,690.27,672.75,538.71,151.56
S0108,2019-10-07,579.94,534.97,428.38,151.56
S0108,2019-10-08,1384.99,1540.33,1233.43,151.56
S0108,2019-10-09,1135.98,1229.36,984.42,151.56
S0108,2019-10-10,898.34,932.59,746.78,151.56
S0108,2019-10-11,635.04,603.78,483.48,151.56
S0108,2019-10-12,1054.5,1127.61,902.94,151.56
S0108,2019-10-13,1269.58,1396.21,1118.02,151.56
S0108,2019-10-14,759.89,759.69,608.33,151.56
S0108,2019-10-15,624.17,590.2,472.61,151.56
S0108,2019-10-16,851.05,873.54,699.49,151.56
S0108,2019-10-17,780.13,784.97,628.57,151.56
S0108,2019-10-18,575.32,529.2,423.76,151.56
S0108,2019-10-19,618.3,582.87,466.74,151.56
S0108,2019-10-20,872.38,900.17,720.82,151.56
S0108,2019-10-21,470.55,398.36,318.99,151.56
S0108,2019-10-22,601.49,561.88,449.93,151.56
S0108,2019-10-23,491.37,424.36,339.81,151.56
S0108,2019-10-24,515.12,454.02,363.56,151.56
S0108,2019-10-25,643.36,614.17,491.8,151.56
S0108,2019-10-26,784.01,789.82,632.45,151.56
S0108,2019-10-27,764.45,765.39,612.89,151.56
S0108,2019-10-28,743.93,739.76,592.37,151.56
S0108,2019-10-29,450.81,373.71,299.25,151.56
S0108,2019-10-30,333.21,226.85,181.65,151.56
S0108,2019-10-31,407.55,319.69,255.99,151.56
S0122,2019-10-01,224.75,204.74,163.95,60.8
S0122,2019-10-02,385.46,405.44,324.66,60.8
S0122,2019-10-03,194.18,166.57,133.38,60.8
S0122,2019-10-04,308.01,308.72,247.21,60.8
S0122,2019-10-05,465.2,505.02,404.4,60.8
S0122,2019-10-06,262.02,251.29,201.22,60.8
S0122,2019-10-07,225.77,206.02,164.97,60.8
S0122,2019-10-08,305.38,305.44,244.58,60.8
S0122,2019-10-09,153.38,115.62,92.58,60.8
S0122,2019-10-10,309.64,310.76,248.84,60.8
S0122,2019-10-11,177.12,145.26,116.32,60.8
S0122,2019-10-12,388.28,408.96,327.48,60.8
S0122,2019-10-13,394.4,416.61,333.6,60.8
S0122,2019-10-14,308.76,309.66,247.96,60.8
S0122,2019-10-15,358.81,372.16,298.01,60.8
S0122,2019-10-16,284.93,279.9,224.13,60.8
S0122,2019-10-17,196.3,169.22,135.5,60.8
S0122,2019-10-18,359.09,372.51,298.29,60.8
S0122,2019-10-19,402.31,426.48,341.51,60.8
S0122,2019-10-20,303.68,303.31,242.88,60.8
S0122,2019-10-21,129.84,86.22,69.04,60.8
S0122,2019-10-22,194.59,167.08,133.79,60.8
S0122,2019-10-23,193.04,165.14,132.24,60.8
S0122,2019-10-24,153.16,115.34,92.36,60.8
S0122,2019-10-25,217.62,195.84,156.82,60.8
S0122,2019-10-26,274.94,267.42,214.14,60.8
S0122,2019-10-27,308.74,309.63,247.94,60.8
S0122,2019-10-28,230.72,212.2,169.92,60.8
S0122,2019-10-29,188.41,159.36,127.61,60.8
S0122,2019-10-30,232.73,214.71,171.93,60.8
S0122,2019-10-31,193.84,166.14,133.04,60.8
S0126,2019-10-01,434.83,460.39,368.66,66.17
S0126,2019-10-02,384.42,397.44,318.25,66.17
S0126,2019-10-03,520.54,567.43,454.37,66.17
S0126,2019-10-04,431.63,456.39,365.46,66.17
S0126,2019-10-05,416.57,437.59,350.4,66.17
S0126,2019-10-06,646.73,725.01,580.56,66.17
S0126,2019-10-07,612.7,682.52,546.53,66.17
S0126,2019-10-08,513.89,559.12,447.72,66.17
S0126,2019-10-09,587.75,651.36,521.58,66.17
S0126,2019-10-10,720.79,817.5,654.62,66.17
S0126,2019-10-11,503.06,545.6,436.89,66.17
S0126,2019-10-12,876.94,1012.51,810.77,66.17
S0126,2019-10-13,707.47,800.87,641.3,66.17
S0126,2019-10-14,400.13,417.06,333.96,66.17
S0126,2019-10-15,682.65,769.87,616.48,66.17
S0126,2019-10-16,501.69,543.89,435.52,66.17
S0126,2019-10-17,316.04,312.04,249.87,66.17
S0126,2019-10-18,454.17,484.54,388.0,66.17
S0126,2019-10-19,515.45,561.07,449.28,66.17
S0126,2019-10-20,585.65,648.74,519.48,66.17
S0126,2019-10-21,292.54,282.7,226.37,66.17
S0126,2019-10-22,505.5,548.64,439.33,66.17
S0126,2019-10-23,497.53,538.69,431.36,66.17
S0126,2019-10-24,441.93,469.26,375.76,66.17
S0126,2019-10-25,308.26,302.33,242.09,66.17
S0126,2019-10-26,539.4,590.98,473.23,66.17
S0126,2019-10-27,446.85,475.4,380.68,66.17
S0126,2019-10-28,559.74,616.38,493.57,66.17
S0126,2019-10-29,466.06,499.39,399.89,66.17
S0126,2019-10-30,571.42,630.97,505.25,66.17
S0126,2019-10-31,470.11,504.45,403.94,66.17
S0131,2019-10-01,359.22,376.32,301.34,57.88
S0131,2019-10-02,188.43,163.03,130.55,57.88
S0131,2019-10-03,183.49,156.86,125.61,57.88
S0131,2019-10-04,262.89,256.02,205.01,57.88
S0131,2019-10-05,324.67,333.17,266.79,57.88
S0131,2019-10-06,309.08,313.7,251.2,57.88
S0131,2019-10-07,289.52,289.28,231.64,57.88
S0131,2019-10-08,343.95,357.25,286.07,57.88
S0131,2019-10-09,432.52,467.86,374.64,57.88
S0131,2019-10-10,336.02,347.35,278.14,57.88
S0131,2019-10-11,297.09,298.73,239.21,57.88
S0131,2019-10-12,542.14,604.75,484.26,57.88
S0131,2019-10-13,569.89,639.41,512.01,57.88
S0131,2019-10-14,331.15,341.26,273.27,57.88
S0131,2019-10-15,291.83,292.16,233.95,57.88
S0131,2019-10-16,346.39,360.3,288.51,57.88
S0131,2019-10-17,225.73,209.61,167.85,57.88
S0131,2019-10-18,227.44,211.75,169.56,57.88
S0131,2019-10-19,255.48,246.77,197.6,57.88
S0131,2019-10-20,363.09,381.15,305.21,57.88
S0131,2019-10-21,281.26,278.96,223.38,57.88
S0131,2019-10-22,215.07,196.3,157.19,57.88
S0131,2019-10-23,275.63,271.93,217.75,57.88
S0131,2019-10-24,173.26,144.09,115.38,57.88
S0131,2019-10-25,236.05,222.5,178.17,57.88
S0131,2019-10-26,262.79,255.9,204.91,57.88
S0131,2019-10-27,235.86,222.26,177.98,57.88
S0131,2019-10-28,254.62,245.69,196.74,57.88
S0131,2019-10-29,161.18,129.0,103.3,57.88
S0131,2019-10-30,185.86,159.82,127.98,57.88
S0131,2019-10-31,335.18,346.3,277.3,57.88
S0132,2019-10-01,784.76,832.44,666.58,118.18
S0132,2019-10-02,509.83,489.1,391.65,118.18
S0132,2019-10-03,474.68,445.2,356.5,118.18
S0132,2019-10-04,500.81,477.84,382.63,118.18
S0132,2019-10-05,628.8,637.67,510.62,118.18
S0132,2019-10-06,497.83,474.11,379.65,118.18
S0132,2019-10-07,308.96,238.25,190.78,118.18
S0132,2019-10-08,1045.8,1158.43,927.62,118.18
S0132,2019-10-09,403.07,355.78,284.89,118.18
S0132,2019-10-10,643.67,656.24,525.49,118.18
S0132,2019-10-11,596.04,596.76,477.86,118.18
S0132,2019-10-12,993.51,1093.13,875.33,118.18
S0132,2019-10-13,538.38,524.75,420.2,118.18
S0132,2019-10-14,493.67,468.92,375.49,118.18
S0132,2019-10-15,423.17,380.88,304.99,118.18
S0132,2019-10-16,487.04,460.64,368.86,118.18
S0132,2019-10-17,416.92,373.07,298.74,118.18
S0132,2019-10-18,326.52,260.18,208.34,118.18
S0132,2019-10-19,451.77,416.59,333.59,118.18
S0132,2019-10-20,598.02,599.23,479.84,118.18
S0132,2019-10-21,334.23,269.81,216.05,118.18
S0132,2019-10-22,365.91,309.37,247.73,118.18
S0132,2019-10-23,342.14,279.69,223.96,118.18
S0132,2019-10-24,409.38,363.66,291.2,118.18
S0132,2019-10-25,345.09,283.37,226.91,118.18
S0132,2019-10-26,349.22,288.53,231.04,118.18
S0132,2019-10-27,411.92,366.83,293.74,118.18
S0132,2019-10-28,364.8,307.98,246.62,118.18
S0132,2019-10-29,324.13,257.19,205.95,118.18
S0132,2019-10-30,385.09,333.32,266.91,118.18
S0132,2019-10-31,345.76,284.21,227.58,118.18
S0142,2019-10-01,213.29,192.66,154.27,59.02
S0142,2019-10-02,574.57,643.83,515.55,59.02
S0142,2019-10-03,112.04,66.21,53.02,59.02
S0142,2019-10-04,174.84,144.64,115.82,59.02
S0142,2019-10-05,308.45,311.49,249.43,59.02
S0142,2019-10-06,220.47,201.62,161.45,59.02
S0142,2019-10-07,225.83,208.32,166.81,59.02
S0142,2019-10-08,295.12,294.85,236.1,59.02
S0142,2019-10-09,200.09,176.17,141.07,59.02
S0142,2019-10-10,429.38,462.51,370.36,59.02
S0142,2019-10-11,161.57,128.07,102.55,59.02
S0142,2019-10-12,492.17,540.93,433.15,59.02
S0142,2019-10-13,307.52,310.33,248.5,59.02
S0142,2019-10-14,367.15,384.8,308.13,59.02
S0142,2019-10-15,253.28,242.6,194.26,59.02
S0142,2019-10-16,215.89,195.9,156.87,59.02
S0142,2019-10-17,225.95,208.47,166.93,59.02
S0142,2019-10-18,141.44,102.93,82.42,59.02
S0142,2019-10-19,400.44,426.37,341.42,59.02
S0142,2019-10-20,274.58,269.2,215.56,59.02
S0142,2019-10-21,198.09,173.67,139.07,59.02
S0142,2019-10-22,189.84,163.37,130.82,59.02
S0142,2019-10-23,140.15,101.32,81.13,59.02
S0142,2019-10-24,247.79,235.74,188.77,59.02
S0142,2019-10-25,271.54,265.4,212.52,59.02
S0142,2019-10-26,315.41,320.18,256.39,59.02
S0142,2019-10-27,135.08,94.99,76.06,59.02
S0142,2019-10-28,219.5,200.41,160.48,59.02
S0142,2019-10-29,168.24,136.4,109.22,59.02
S0142,2019-10-30,229.74,213.2,170.72,59.02
S0142,2019-10-31,273.33,267.63,214.31,59.02
S0095,2019-10-01,895.38,1043.91,835.92,59.46
S0095,2019-10-02,787.5,909.19,728.04,59.46
S0095,2019-10-03,981.18,1151.06,921.72,59.46
S0095,2019-10-04,1023.28,1203.64,963.82,59.46
S0095,2019-10-05,855.53,994.15,796.07,59.46
S0095,2019-10-06,1079.35,1273.66,1019.89,59.46
S0095,2019-10-07,1157.2,1370.88,1097.74,59.46
S0095,2019-10-08,752.75,865.79,693.29,59.46
S0095,2019-10-09,1185.5,1406.22,1126.04,59.46
S0095,2019-10-10,1047.52,1233.91,988.06,59.46
S0095,2019-10-11,1322.1,1576.81,1262.64,59.46
S0095,2019-10-12,1169.1,1385.74,1109.64,59.46
S0095,2019-10-13,1282.19,1526.97,1222.73,59.46
S0095,2019-10-14,1277.38,1520.96,1217.92,59.46
S0095,2019-10-15,1364.96,1630.33,1305.5,59.46
S0095,2019-10-16,1254.38,1492.24,1194.92,59.46
S0095,2019-10-17,1045.15,1230.95,985.69,59.46
S0095,2019-10-18,1372.74,1640.05,1313.28,59.46
S0095,2019-10-19,1208.76,1435.27,1149.3,59.46
S0095,2019-10-20,1095.16,1293.4,1035.7,59.46
S0095,2019-10-21,1308.36,1559.65,1248.9,59.46
S0095,2019-10-22,856.95,995.92,797.49,59.46
S0095,2019-10-23,820.66,950.6,761.2,59.46
S0095,2019-10-24,793.56,916.76,734.1,59.46
S0095,2019-10-25,1466.09,1756.63,1406.63,59.46
S0095,2019-10-26,1030.67,1212.87,971.21,59.46
S0095,2019-10-27,933.38,1091.37,873.92,59.46
S0095,2019-10-28,945.38,1106.35,885.92,59.46
S0095,2019-10-29,963.72,1129.26,904.26,59.46
S0095,2019-10-30,897.73,1046.85,838.27,59.46
S0095,2019-10-31,1060.17,1249.71,1000.71,59.46
S0003,2019-10-01,129.56,105.74,84.67,44.89
S0003,2019-10-02,199.08,192.56,154.19,44.89
S0003,2019-10-03,152.94,134.93,108.05,44.89
S0003,2019-10-04,154.22,136.53,109.33,44.89
S0003,2019-10-05,175.39,162.97,130.5,44.89
S0003,2019-10-06,208.02,203.72,163.13,44.89
S0003,2019-10-07,126.34,101.72,81.45,44.89
S0003,2019-10-08,235.37,237.88,190.48,44.89
S0003,2019-10-09,185.68,175.82,140.79,44.89
S0003,2019-10-10,142.71,122.16,97.82,44.89
S0003,2019-10-11,103.23,72.86,58.34,44.89
S0003,2019-10-12,371.78,408.23,326.89,44.89
S0003,2019-10-13,445.34,500.09,400.45,44.89
S0003,2019-10-14,209.5,205.57,164.61,44.89
S0003,2019-10-15,183.79,173.46,138.9,44.89
S0003,2019-10-16,267.95,278.56,223.06,44.89
S0003,2019-10-17,96.47,64.41,51.58,44.89
S0003,2019-10-18,241.03,244.94,196.14,44.89
S0003,2019-10-19,184.36,174.17,139.47,44.89
S0003,2019-10-20,225.4,225.42,180.51,44.89
S0003,2019-10-21,161.09,145.11,116.2,44.89
S0003,2019-10-22,149.53,130.68,104.64,44.89
S0003,2019-10-23,159.54,143.18,114.65,44.89
S0003,2019-10-24,116.39,89.29,71.5,44.89
S0003,2019-10-25,126.56,101.99,81.67,44.89
S0003,2019-10-26,133.4,110.53,88.51,44.89
S0003,2019-10-27,125.25,100.36,80.36,44.89
S0003,2019-10-28,111.34,82.98,66.45,44.89
S0003,2019-10-29,118.63,92.09,73.74,44.89
S0003,2019-10-30,167.27,152.83,122.38,44.89
S0003,2019-10-31,195.7,188.33,150.81,44.89
S0014,2019-10-01,223.36,244.36,195.67,27.69
S0014,2019-10-02,214.71,233.55,187.02,27.69
S0014,2019-10-03,173.8,182.47,146.11,27.69
S0014,2019-10-04,165.0,171.48,137.31,27.69
S0014,2019-10-05,258.42,288.14,230.73,27.69
S0014,2019-10-06,345.42,396.79,317.73,27.69
S0014,2019-10-07,160.47,165.82,132.78,27.69
S0014,2019-10-08,200.15,215.37,172.46,27.69
S0014,2019-10-09,141.41,142.02,113.72,27.69
S0014,2019-10-10,173.77,182.43,146.08,27.69
S0014,2019-10-11,276.51,310.73,248.82,27.69
S0014,2019-10-12,221.22,241.68,193.53,27.69
S0014,2019-10-13,261.36,291.81,233.67,27.69
S0014,2019-10-14,218.09,237.78,190.4,27.69
S0014,2019-10-15,207.81,224.94,180.12,27.69
S0014,2019-10-16,241.73,267.3,214.04,27.69
S0014,2019-10-17,212.72,231.07,185.03,27.69
S0014,2019-10-18,284.26,320.41,256.57,27.69
S0014,2019-10-19,302.16,342.76,274.47,27.69
S0014,2019-10-20,225.79,247.39,198.1,27.69
S0014,2019-10-21,325.65,372.1,297.96,27.69
S0014,2019-10-22,159.6,164.73,131.91,27.69
S0014,2019-10-23,109.0,101.54,81.31,27.69
S0014,2019-10-24,184.45,195.76,156.76,27.69
S0014,2019-10-25,262.15,292.8,234.46,27.69
S0014,2019-10-26,264.86,296.18,237.17,27.69
S0014,2019-10-27,313.31,356.69,285.62,27.69
S0014,2019-10-28,120.63,116.07,92.94,27.69
S0014,2019-10-29,168.18,175.45,140.49,27.69
S0014,2019-10-30,150.11,152.88,122.42,27.69
S0014,2019-10-31,109.93,102.7,82.24,27.69
S0016,2019-10-01,83.84,77.63,62.16,21.68
S0016,2019-10-02,105.37,104.51,83.69,21.68
S0016,2019-10-03,84.14,78.0,62.46,21.68
S0016,2019-10-04,119.15,121.72,97.47,21.68
S0016,2019-10-05,152.56,163.45,130.88,21.68
S0016,2019-10-06,96.8,93.81,75.12,21.68
S0016,2019-10-07,190.19,210.44,168.51,21.68
S0016,2019-10-08,209.78,234.9,188.1,21.68
S0016,2019-10-09,162.44,175.78,140.76,21.68
S0016,2019-10-10,120.42,123.31,98.74,21.68
S0016,2019-10-11,153.47,164.58,131.79,21.68
S0016,2019-10-12,282.82,326.12,261.14,21.68
S0016,2019-10-13,221.55,249.6,199.87,21.68
S0016,2019-10-14,192.81,213.71,171.13,21.68
S0016,2019-10-15,153.76,164.94,132.08,21.68
S0016,2019-10-16,191.52,212.1,169.84,21.68
S0016,2019-10-17,116.59,118.53,94.91,21.68
