date,store_id,revenue,revenue_prediction,lower_bound,upper_bound
2019-06-30,S0010,2541.9,2432.123813677084,1102.8012675335149,3761.446359820653
2019-07-07,S0010,2007.9,2432.123813677084,1092.9864442229555,3771.2611831312124
2019-07-14,S0010,2635.52,2432.123813677084,1083.243034345039,3781.004593009129
2019-07-21,S0010,2207.34,2432.123813677084,1073.5695013898176,3790.6781259643503
2019-07-28,S0010,1963.27,2432.123813677084,1063.9643631680326,3800.283264186135
2019-08-04,S0010,2370.72,2432.123813677084,1054.426189159958,3809.82143819421
2019-08-11,S0010,2161.76,2432.123813677084,1044.9535980283217,3819.294029325846
2019-08-18,S0010,4290.46,2432.123813677084,1035.545255283058,3828.70237207111
2019-08-25,S0010,8302.2,2432.123813677084,1026.1998710867185,3838.0477562674496
2019-09-01,S0010,2947.91,2432.123813677084,1016.9161981903176,3847.3314291638503
2019-09-08,S0010,2749.2,2432.123813677084,1007.6930299902663,3856.554597363902
2019-09-15,S0010,2851.46,2432.123813677084,998.52919869782,3865.718428656348
2019-09-22,S0010,2247.66,2432.123813677084,989.42357361318,3874.824053740988
2019-09-29,S0010,3618.38,2432.123813677084,980.3750594970268,3883.872567857141
2019-10-06,S0010,497.8,2432.123813677084,971.3825950328471,3892.8650323213205
2019-10-13,S0010,0.0,2432.123813677084,962.4451513739423,3901.8024759802256
2019-10-20,S0010,0.0,2432.123813677084,953.5617307694861,3910.685896584682
2019-10-27,S0010,0.0,2432.123813677084,944.7313652644411,3919.5162620897268
2019-11-03,S0010,0.0,2432.123813677084,935.9531154685344,3928.2945118856333
2018-11-11,S0012,1068.8799999999999,1616.2731086410615,990.8099440799692,2241.736273202154
2018-11-18,S0012,954.48,1616.2731086410615,983.3325049805696,2249.2137123015536
2018-11-25,S0012,1467.23,1616.2731086410615,975.9423774548723,2256.603839827251
2018-12-02,S0012,1278.0,1616.2731086410615,968.636572580308,2263.909644701815
2018-12-09,S0012,1118.27,1616.2731086410615,961.4122681718031,2271.13394911032
2018-12-16,S0012,1366.37,1616.2731086410615,954.2667960431866,2278.2794212389363
2018-12-23,S0012,1183.14,1616.2731086410615,947.1976304932166,2285.3485867889067
2018-12-30,S0012,1410.24,1616.2731086410615,940.2023778753382,2292.343839406785
2019-01-06,S0012,1203.17,1616.2731086410615,933.2787671290464,2299.2674501530764
2019-01-13,S0012,938.61,1616.2731086410615,926.4246411666727,2306.1215761154504
2019-01-20,S0012,1360.17,1616.2731086410615,919.6379490229908,2312.9082682591325
2019-01-27,S0012,1358.67,1616.2731086410615,912.9167386866645,2319.6294785954587
2019-02-03,S0012,1328.58,1616.2731086410615,906.2591505425193,2326.2870667396037
2019-02-10,S0012,2316.7200000000003,1616.2731086410615,899.6634113622077,2332.8828059199154
2019-02-17,S0012,1611.24,1616.2731086410615,893.1278287882353,2339.4183884938875
2019-02-24,S0012,2126.29,1616.2731086410615,886.650786262727,2345.895431019396
2019-03-03,S0012,1762.57,1616.2731086410615,880.2307383578786,2352.3154789242444
2019-03-10,S0012,1318.4,1616.2731086410615,873.8662064698748,2358.6800108122484
2019-03-17,S0012,1429.99,1616.2731086410615,867.5557748422841,2364.990442439839
2019-03-24,S0012,1997.65,1616.2731086410615,861.2980868886318,2371.248130393491
2019-03-31,S0012,1511.91,1616.2731086410615,855.0918417870922,2377.454375495031
2019-04-07,S0012,1613.96,1616.2731086410615,848.9357913230873,2383.6104259590356
2019-04-14,S0012,1140.09,1616.2731086410615,842.828736958083,2389.71748032404
2019-04-21,S0012,1898.3799999999999,1616.2731086410615,836.7695271050886,2395.7766901770347
2019-04-28,S0012,1331.31,1616.2731086410615,830.7570545933157,2401.789162688807
2019-05-05,S0012,1510.89,1616.2731086410615,824.7902543061915,2407.7559629759317
2019-05-12,S0012,2396.09,1616.2731086410615,818.868100978453,2413.6781163036703
2019-05-19,S0012,1279.96,1616.2731086410615,812.9896071394206,2419.5566101427025
2019-05-26,S0012,1445.3,1616.2731086410615,807.1538211907693,2425.3923960913535
2019-06-02,S0012,1616.75,1616.2731086410615,801.3598256081976,2431.1863916739253
2019-06-09,S0012,1521.63,1616.2731086410615,795.606735257375,2436.939482024748
2019-06-16,S0012,1935.1,1616.2731086410615,789.8936958154127,2442.6525214667104
2019-06-23,S0012,1840.59,1616.2731086410615,784.2198822898887,2448.3263349922345
2019-06-30,S0012,1341.27,1616.2731086410615,778.5844976281578,2453.9617196539652
2019-07-07,S0012,1583.63,1616.2731086410615,772.9867714103082,2459.559445871815
2019-07-14,S0012,2878.81,1616.2731086410615,767.4259586196977,2465.1202586624254
2019-07-21,S0012,1296.75,1616.2731086410615,761.9013384855142,2470.6448787966087
2019-07-28,S0012,1630.94,1616.2731086410615,756.4122133922688,2476.1340038898543
2019-08-04,S0012,1662.55,1616.2731086410615,750.9579078515532,2481.58830943057
2019-08-11,S0012,1562.2,1616.2731086410615,745.5377675317671,2487.008449750356
2019-08-18,S0012,2392.53,1616.2731086410615,740.1511583418745,2492.3950589402484
2019-08-25,S0012,5831.04,1616.2731086410615,734.7974655655521,2497.748751716571
2019-09-01,S0012,1349.81,1616.2731086410615,729.4760930423876,2503.0701242397354
2019-09-08,S0012,1937.03,1616.2731086410615,724.1864623930378,2508.3597548890853
2019-09-15,S0012,1965.89,1616.2731086410615,718.9280122854963,2513.618204996627
2019-09-22,S0012,1982.73,1616.2731086410615,713.7001977398367,2518.8460195422863
2019-09-29,S0012,1436.1299999999999,1616.2731086410615,708.502489468992,2524.043727813131
2019-10-06,S0012,317.09000000000003,1616.2731086410615,703.334373253317,2529.211844028806
2019-10-13,S0012,0.0,1616.2731086410615,698.1953493468359,2534.350867935287
2019-10-20,S0012,0.0,1616.2731086410615,693.0849319132409,2539.4612853688823
2019-10-27,S0012,0.0,1616.2731086410615,688.0026484898351,2544.543568792288
2019-11-03,S0012,0.0,1616.2731086410615,682.9480394777495,2549.5981778043733
2018-11-11,S0015,2689.31,2602.050244284871,1598.684853255566,3605.415635314176
2018-11-18,S0015,2985.48,2531.8434519285397,1495.536394949313,3568.1505089077664
2018-11-25,S0015,2945.27,2523.6824576960903,1473.0823636868674,3574.2825517053134
2018-12-02,S0015,3393.35,2522.733805512637,1459.6173184302222,3585.8502925950515
2018-12-09,S0015,2671.98,2522.623532065611,1447.3124573254656,3597.9346068057566
2018-12-16,S0015,2952.6,2522.6107136340183,1435.2619715365001,3609.9594557315368
2018-12-23,S0015,3408.38,2522.6092235909214,1423.356945858148,3621.861501323695
2018-12-30,S0015,3508.42,2522.6090503849864,1411.5810305381524,3633.6370702318204
2019-01-06,S0015,3514.87,2522.609030251142,1399.9288073870152,3645.289253115269
2019-01-13,S0015,2578.47,2522.609027910739,1388.3963067991126,3656.821749022365
2019-01-20,S0015,3751.2,2522.6090276386853,1376.9798949250487,3668.2381603523218
2019-01-27,S0015,2784.42,2522.6090276070613,1365.6761330082415,3679.541922205881
2019-02-03,S0015,3369.46,2522.609027603385,1354.481750516322,3690.7363046904484
2019-02-10,S0015,3912.99,2522.6090276029577,1343.39363237467,3701.824422831245
2019-02-17,S0015,2946.84,2522.609027602908,1332.4088086431707,3712.8092465626455
2019-02-24,S0015,2669.07,2522.609027602902,1321.5244452024006,3723.6936100034036
2019-03-03,S0015,2957.7,2522.6090276029017,1310.7378352113315,3734.480219994472
2019-03-10,S0015,2712.25,2522.6090276029017,1300.0463912455882,3745.1716639602155
2019-03-17,S0015,2621.7,2522.6090276029017,1289.4476380494812,3755.7704171563223
2019-03-24,S0015,2625.58,2522.6090276029017,1278.9392058440471,3766.2788493617563
2019-03-31,S0015,2739.11,2522.6090276029017,1268.5188241398178,3776.6992310659857
2019-04-07,S0015,3046.43,2522.6090276029017,1258.1843160085507,3787.0337391972525
2019-04-14,S0015,2704.45,2522.6090276029017,1247.9335927729858,3797.2844624328177
2019-04-21,S0015,3018.7599999999998,2522.6090276029017,1237.7646490779327,3807.453406127871
2019-04-28,S0015,2868.5099999999998,2522.6090276029017,1227.6755583097522,3817.5424968960515
2019-05-05,S0015,3116.55,2522.6090276029017,1217.6644683345892,3827.553586871214
2019-05-12,S0015,3226.54,2522.6090276029017,1207.7295975286654,3837.4884576771383
2019-05-19,S0015,2195.05,2522.6090276029017,1197.8692310765323,3847.348824129271
2019-05-26,S0015,2153.35,2522.6090276029017,1188.0817175155041,3857.136337690299
2019-06-02,S0015,2666.43,2522.6090276029017,1178.3654655065518,3866.8525896992514
2019-06-09,S0015,2583.12,2522.6090276029017,1168.7189408137779,3876.4991143920256
2019-06-16,S0015,2677.12,2522.6090276029017,1159.1406634762384,3886.077391729565
2019-06-23,S0015,4063.4,2522.6090276029017,1149.6292051573503,3895.5888500484534
2019-06-30,S0015,3113.07,2522.6090276029017,1140.1831866584423,3905.034868547361
2019-07-07,S0015,2751.37,2522.6090276029017,1130.801275584192,3914.4167796216116
2019-07-14,S0015,2088.14,2522.6090276029017,1121.482184148765,3923.7358710570384
2019-07-21,S0015,1695.61,2522.6090276029017,1112.2246671124253,3932.993388093378
2019-07-28,S0015,2085.97,2522.6090276029017,1103.0275198392549,3942.190535366549
2019-08-04,S0015,2520.35,2522.6090276029017,1093.8895764674148,3951.3284787383886
2019-08-11,S0015,2270.08,2522.6090276029017,1084.8097081840667,3960.4083470217365
2019-08-18,S0015,4564.84,2522.6090276029017,1075.78682159774,3969.4312336080634
2019-08-25,S0015,13125.52,2522.6090276029017,1066.8198572014933,3978.39819800431
2019-09-01,S0015,2545.12,2522.6090276029017,1057.9077879207614,3987.310267285042
2019-09-08,S0015,2759.73,2522.6090276029017,1049.0496177402465,3996.168437465557
2019-09-15,S0015,2664.79,2522.6090276029017,1040.2443804046643,4004.973674801139
2019-09-22,S0015,3001.69,2522.6090276029017,1031.4911381885427,4013.726917017261
2019-09-29,S0015,3424.1,2522.6090276029017,1022.788980730641,4022.4290744751625
2019-10-06,S0015,505.74,2522.6090276029017,1014.1370239288897,4031.0810312769136
2019-10-13,S0015,0.0,2522.6090276029017,1005.5344088920531,4039.6836463137506
2019-10-20,S0015,0.0,2522.6090276029017,996.9803009445957,4048.2377542612076
2019-10-27,S0015,0.0,2522.6090276029017,988.4738886814887,4056.744166524315
2019-11-03,S0015,0.0,2522.6090276029017,980.0143830699317,4065.203672135872
2018-11-11,S0020,5960.16,6407.321068247767,2672.4236174056846,10142.218519089849
2018-11-18,S0020,6064.79,6793.698115806558,2660.0098523846855,10927.386379228432
2018-11-25,S0020,5849.3,6805.988310576536,2494.015445276541,11117.961175876531
2018-12-02,S0020,6199.41,6805.988310576536,2478.3285748488533,11133.648046304217
2018-12-09,S0020,6828.03,6805.988310576536,2462.6983610804473,11149.278260072624
2018-12-16,S0020,7253.63,6805.988310576536,2447.12419448518,11164.85242666789
2018-12-23,S0020,7708.37,6805.988310576536,2431.6054764267838,11180.371144726287
2018-12-30,S0020,8838.35,6805.988310576536,2416.14161885037,11195.835002302701
2019-01-06,S0020,8086.11,6805.988310576536,2400.7320440224203,11211.244577130652
2019-01-13,S0020,7401.61,6805.988310576536,2385.37618427893,11226.600436874141
2019-01-20,S0020,11357.56,6805.988310576536,2370.073481781399,11241.903139371672
2019-01-27,S0020,8863.37,6805.988310576536,2354.8233882803816,11257.15323287269
2019-02-03,S0020,8315.38,6805.988310576536,2339.6253648862876,11272.351256266784
2019-02-10,S0020,9380.39,6805.988310576536,2324.4788818471916,11287.49773930588
2019-02-17,S0020,7870.01,6805.988310576536,2309.383418333371,11302.5932028197
2019-02-24,S0020,7372.11,6805.988310576536,2294.3384622283393,11317.638158924732
2019-03-03,S0020,8722.18,6805.988310576536,2279.3435099261205,11332.63311122695
2019-03-10,S0020,8028.2699999999995,6805.988310576536,2264.398066134554,11347.578555018517
2019-03-17,S0020,7941.36,6805.988310576536,2249.501643684409,11362.474977468662
2019-03-24,S0020,7071.81,6805.988310576536,2234.6537633440903,11377.32285780898
2019-03-31,S0020,7728.18,6805.988310576536,2219.8539536397466,11392.122667513326
2019-04-07,S0020,7107.23,6805.988310576536,2205.10175068059,11406.874870472482
2019-04-14,S0020,6985.2,6805.988310576536,2190.3966979892293,11421.579923163841
2019-04-21,S0020,8564.65,6805.988310576536,2175.7383463368687,11436.238274816202
2019-04-28,S0020,7341.83,6805.988310576536,2161.1262535831765,11450.850367569896
2019-05-05,S0020,8827.1,6805.988310576536,2146.5599845206752,11465.416636632395
2019-05-12,S0020,8035.91,6805.988310576536,2132.0391107234964,11479.937510429576
2019-05-19,S0020,7514.21,6805.988310576536,2117.563210400358,11494.413410752713
2019-05-26,S0020,8084.63,6805.988310576536,2103.131868251601,11508.84475290147
2019-06-02,S0020,7149.94,6805.988310576536,2088.7446753301765,11523.231945822896
2019-06-09,S0020,5657.3,6805.988310576536,2074.4012289064294,11537.575392246643
2019-06-16,S0020,4166.27,6805.988310576536,2060.101132336563,11551.87548881651
2019-06-23,S0020,11099.65,6805.988310576536,2045.843994934654,11566.132626218417
2019-06-30,S0020,7679.5,6805.988310576536,2031.6294318481196,11580.347189304952
2019-07-07,S0020,7688.94,6805.988310576536,2017.4570639364974,11594.519557216574
2019-07-14,S0020,6092.35,6805.988310576536,2003.3265176534542,11608.650103499618
2019-07-21,S0020,5964.25,6805.988310576536,1989.237424931911,11622.73919622116
2019-07-28,S0020,6542.3,6805.988310576536,1975.1894230721691,11636.787198080903
2019-08-04,S0020,7173.31,6805.988310576536,1961.182154632981,11650.79446652009
2019-08-11,S0020,7921.43,6805.988310576536,1947.2152673254195,11664.761353827653
2019-08-18,S0020,13095.59,6805.988310576536,1933.2884139095095,11678.688207243562
2019-08-25,S0020,37932.479999999996,6805.988310576536,1919.4012520934884,11692.575369059583
2019-09-01,S0020,9500.83,6805.988310576536,1905.5534444356608,11706.42317671741
2019-09-08,S0020,9153.79,6805.988310576536,1891.7446582487155,11720.231962904356
2019-09-15,S0020,9709.7,6805.988310576536,1877.9745655064771,11734.002055646593
2019-09-22,S0020,7027.49,6805.988310576536,1864.2428427529885,11747.733778400083
2019-09-29,S0020,10920.37,6805.988310576536,1850.5491710138567,11761.427450139214
2019-10-06,S0020,1790.77,6805.988310576536,1836.8932357098001,11775.083385443271
2019-10-13,S0020,0.0,6805.988310576536,1823.2747265723347,11788.701894580736
2019-10-20,S0020,0.0,6805.988310576536,1809.693337561519,11802.283283591552
2019-10-27,S0020,0.0,6805.988310576536,1796.14876678571,11815.827854367362
2019-11-03,S0020,0.0,6805.988310576536,1782.6407164232687,11829.335904729804
2018-11-11,S0023,2417.54,3293.1779913468945,1950.9111027719468,4635.444879921843
2018-11-18,S0023,2857.13,3070.1942237434937,1718.8518776399299,4421.536569847058
2018-11-25,S0023,3423.48,3293.1701931204448,1930.286502876668,4656.053883364221
2018-12-02,S0023,3475.05,3070.202021697222,1698.3791725295696,4442.024870864874
2018-12-09,S0023,2680.17,3293.1623954394277,1909.9691677225132,4676.355623156342
2018-12-16,S0023,3251.14,3070.2098191055375,1678.2077638954609,4462.211874315614
2018-12-23,S0023,2860.08,3293.154598303805,1889.945755553333,4696.363441054277
2018-12-30,S0023,3593.19,3070.2176159684777,1658.3247329902129,4482.110498946742
2019-01-06,S0023,3360.55,3293.1468017135376,1870.2038630662526,4716.089740360822
2019-01-13,S0023,2899.52,3070.225412286081,1638.7180586949853,4501.7327658771765
2019-01-20,S0023,3185.69,3293.1390056685887,1850.7319355177183,4735.546075819459
2019-01-27,S0023,3315.57,3070.2332080583856,1619.3765325554882,4521.0898835612825
2019-02-03,S0023,3537.64,3293.131210168919,1831.519187606712,4754.743232731126
2019-02-10,S0023,3726.11,3070.2410032854295,1600.2896838865124,4540.192322684346
2019-02-17,S0023,2617.14,3293.123415214491,1812.5555335968327,4773.691296832149
2019-02-24,S0023,2936.88,3070.248797967251,1581.4477135239995,4559.0498824105025
2019-03-03,S0023,4473.65,3293.1156208052666,1793.8315253918624,4792.399716218671
2019-03-10,S0023,3468.97,3070.256592103888,1562.8414350347407,4577.671749173036
2019-03-17,S0023,3151.94,3293.1078269412073,1775.3382974856058,4810.877356396809
2019-03-24,S0023,3802.32,3070.2643856953787,1544.4622223826036,4596.066549008154
2019-03-31,S0023,3420.68,3293.100033622275,1757.0675178756871,4829.132549368863
2019-04-07,S0023,2521.91,3070.2721787417613,1526.3019632052194,4614.242394278303
2019-04-14,S0023,3350.57,3293.092240848432,1739.0113441701226,4847.173137526742
2019-04-21,S0023,5560.28,3070.279971243074,1508.3530169830603,4632.206925503088
2019-04-28,S0023,4172.49,3293.08444861964,1721.1623842306315,4865.006513008649
2019-05-05,S0023,3216.47,3070.287763199355,1490.6081774889822,4649.967348909728
2019-05-12,S0023,3832.63,3293.0766569358607,1703.5136607924078,4882.639653079314
2019-05-19,S0023,2585.2400000000002,3070.2955546106423,1473.0606389947586,4667.530470226526
2019-05-26,S0023,3203.44,3293.068865797056,1686.0585795800605,4900.079152014051
2019-06-02,S0023,3410.95,3070.303345476974,1455.7039657851442,4684.902725168804
2019-06-09,S0023,3263.17,3293.061075203188,1668.7909005065142,4917.331249899862
2019-06-16,S0023,3135.42,3070.311135798388,1438.5320645922066,4702.0902070045695
2019-06-23,S0023,4914.2699999999995,3293.053285154218,1651.7047115981677,4934.401858710268
2019-06-30,S0023,3378.64,3070.3189255749226,1421.539159615136,4719.098691534709
2019-07-07,S0023,4064.45,3293.0454956501085,1634.7944053373942,4951.296585962823
2019-07-14,S0023,3358.0099999999998,3070.326714806616,1404.7197698351833,4735.933659778049
2019-07-21,S0023,3473.61,3293.0377066908213,1618.0546571539717,4968.020756227671
2019-07-28,S0023,2863.78,3070.3345034935064,1388.068688373132,4752.6003186138805
2019-08-04,S0023,2960.08,3293.0299182763183,1601.480405831594,4984.579430721043
2019-08-11,S0023,2890.8,3070.3422916356317,1371.580963668934,4769.10361960233
2019-08-18,S0023,5215.6,3293.0221304065612,1585.066835625082,5000.977425188041
2019-08-25,S0023,10981.1,3070.3500792330296,1355.2518822906845,4785.448276175375
2019-09-01,S0023,3422.93,3293.014343081512,1568.8093599092072,5017.219326253817
2019-09-08,S0023,4100.42,3070.357866285739,1339.0769532037934,4801.638779367684
2019-09-15,S0023,3097.54,3293.0065563011326,1552.7036062017933,5033.309506400472
2019-09-22,S0023,3029.67,3070.365652793798,1323.051893351544,4817.679412236052
2019-09-29,S0023,3375.02,3292.998770065385,1536.7454024224978,5049.252137708272
2019-10-06,S0023,299.47,3070.373438757244,1307.1726144158665,4833.5742630986215
2019-10-13,S0023,0.0,3292.990984374231,1520.9307642649112,5065.051204483551
2019-10-20,S0023,0.0,3070.3812241761157,1291.4352106423567,4849.327237709875
2019-10-27,S0023,0.0,3292.9831992276327,1505.255883573672,5080.710514881594
2019-11-03,S0023,0.0,3070.3890090504506,1275.8359476268074,4864.942070474093
2018-11-11,S0026,8631.78,8608.819918517916,3211.0832360441455,14006.556600991687
2018-11-18,S0026,9450.65,8435.23938283153,2552.270585108173,14318.208180554888
2018-11-25,S0026,8620.15,8372.300301028461,2361.9701498949635,14382.630452161959
2018-12-02,S0026,9525.7,8349.479032488476,2282.289381077773,14416.668683899179
2018-12-09,S0026,9464.3,8341.204200971173,2235.7030449636877,14446.705356978659
2018-12-16,S0026,10064.21,8338.203805242962,2200.281086953455,14476.126523532468
2018-12-23,S0026,9309.16,8337.115882847558,2168.8696430743666,14505.36212262075
2018-12-30,S0026,10771.69,8336.721409836116,2138.9810596461975,14534.461760026035
2019-01-06,S0026,11632.02,8336.57837669569,2109.7274987349365,14563.429254656443
2019-01-13,S0026,9014.73,8336.526513884632,2080.78834207652,14592.264685692742
2019-01-20,S0026,12215.77,8336.507708793986,2052.046673149218,14620.968744438755
2019-01-27,S0026,9458.68,8336.500890200336,2023.4590905941495,14649.542689806522
2019-02-03,S0026,9665.87,8336.498417826218,1995.0087862531873,14677.98804939925
2019-02-10,S0026,12438.32,8336.497521360747,1966.6885933891936,14706.3064493323
2019-02-17,S0026,10467.56,8336.49719630867,1938.4948566285248,14734.499535988816
2019-02-24,S0026,9108.42,8336.497078447072,1910.425214035844,14762.5689428583
2019-03-03,S0026,10377.4,8336.497035711285,1882.477794095581,14790.51627732699
2019-03-10,S0026,9958.34,8336.49702021559,1854.650924532115,14818.343115899064
2019-03-17,S0026,9321.87,8336.497014596958,1826.9430263172853,14846.051002876631
2019-03-24,S0026,9210.2,8336.497012559683,1799.3525746984933,14873.641450420873
2019-03-31,S0026,8542.98,8336.49701182098,1771.8780844974262,14901.115939144534
2019-04-07,S0026,8795.99,8336.497011553132,1744.5181042122294,14928.475918894035
2019-04-14,S0026,9412.86,8336.497011456013,1717.2712133262248,14955.7228095858
2019-04-21,S0026,11217.09,8336.497011420797,1690.1360207972803,14982.858002044315
